PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37669234","Prophylactic donor lymphocyte infusion after haploidentical hematopoietic cell transplantation and post-transplant cyclophosphamide for treatment of high-risk myeloid neoplasms in children: A retrospective study","Qi SS, Chen Z, Du Y, Sun M, Wang Z, Long F, Luo L, Xiong H.","Pediatr Blood Cancer. 2023 Nov;70(11):e30659. doi: 10.1002/pbc.30659. Epub 2023 Sep 5.","Qi SS","Pediatr Blood Cancer","2023","2023/09/05","","","10.1002/pbc.30659"
"38604788","[Clinical study of the efficacies of ruxolitinib plus low-dose PTCY for acute GVHD prevention after haploidentical transplantation in malignant hematological diseases]","Li XP, Li Y, Liu L, Yuan ZT, Wang YC, Dong YC, Zhang DS, Feng J, Chen YN, Wang SB.","Zhonghua Xue Ye Xue Za Zhi. 2024 Feb 14;45(2):128-133. doi: 10.3760/cma.j.cn121090-20230929-00153.","Li XP","Zhonghua Xue Ye Xue Za Zhi","2024","2024/04/11","PMC11078677","","10.3760/cma.j.cn121090-20230929-00153"
"35079140","Post-transplant cyclophosphamide in one-antigen mismatched unrelated donor transplantation versus haploidentical transplantation in acute myeloid leukemia: a study from the Acute Leukemia Working Party of the EBMT","Battipaglia G, Galimard JE, Labopin M, Raiola AM, Blaise D, Ruggeri A, Koc Y, Gülbas Z, Vitek A, Sica S, Diez-Martin JL, Castagna L, Bruno B, Rovira M, Moiseev I, Martino M, Grillo G, Araujo MC, Bulabois CE, Nguyen S, Socié G, Arat M, Pavlu J, Tischer J, Martin H, Corral LL, Choi G, Forcade E, McDonald A, Pane F, Bazarbachi A, Ciceri F, Nagler A, Mohty M.","Bone Marrow Transplant. 2022 Apr;57(4):562-571. doi: 10.1038/s41409-022-01577-x. Epub 2022 Jan 25.","Battipaglia G","Bone Marrow Transplant","2022","2022/01/26","","","10.1038/s41409-022-01577-x"
"32818556","Shortened-Duration Immunosuppressive Therapy after Nonmyeloablative, Related HLA-Haploidentical or Unrelated Peripheral Blood Grafts and Post-Transplantation Cyclophosphamide","DeZern AE, Elmariah H, Zahurak M, Rosner GL, Gladstone DE, Ali SA, Huff CA, Swinnen LJ, Imus P, Borrello I, Wagner-Johnston ND, Ambinder RF, Brodsky RA, Cooke K, Luznik L, Fuchs EJ, Bolaños-Meade J, Jones RJ.","Biol Blood Marrow Transplant. 2020 Nov;26(11):2075-2081. doi: 10.1016/j.bbmt.2020.07.037. Epub 2020 Aug 18.","DeZern AE","Biol Blood Marrow Transplant","2020","2020/08/21","","","10.1016/j.bbmt.2020.07.037"
"35575911","Risk factors for adverse outcomes following haploidentical hematopoietic cell transplantation with posttransplant cyclophosphamide: a two-center analysis","de Lima VJT, da Silva AF, Kerbauy LN, Kerbauy MN, Lerner D, Colares M, Ribeiro AAF, da Silva CF, Hamerschlak N, Arcuri LJ.","Ann Hematol. 2022 Aug;101(8):1795-1802. doi: 10.1007/s00277-022-04865-0. Epub 2022 May 16.","de Lima VJT","Ann Hematol","2022","2022/05/16","","","10.1007/s00277-022-04865-0"
"30190282","Immune checkpoint inhibitors as a bridge to allogeneic transplantation with posttransplant cyclophosphamide","Schoch LK, Cooke KR, Wagner-Johnston ND, Gojo I, Swinnen LJ, Imus P, Fuchs EJ, Levis M, Ambinder RF, Jones RJ, Gladstone DE.","Blood Adv. 2018 Sep 11;2(17):2226-2229. doi: 10.1182/bloodadvances.2018019208.","Schoch LK","Blood Adv","2018","2018/09/08","PMC6134225","","10.1182/bloodadvances.2018019208"
"39099174","Allogeneic blood or marrow transplantation using haploidentical grandchildren donors and post-transplant cyclophosphamide-based graft-versus-host disease prophylaxis","Aljawai YM, Tsai HL, Varadhan R, Jones RJ, Imus PH.","Br J Haematol. 2024 Oct;205(4):1469-1476. doi: 10.1111/bjh.19673. Epub 2024 Aug 4.","Aljawai YM","Br J Haematol","2024","2024/08/05","","","10.1111/bjh.19673"
"36779595","Association between the choice of the conditioning regimen and outcomes of allogeneic hematopoietic cell transplantation for myelofibrosis","Murthy GSG, Kim S, Estrada-Merly N, Abid MB, Aljurf M, Assal A, Badar T, Badawy SM, Ballen K, Beitinjaneh A, Cerny J, Chhabra S, DeFilipp Z, Dholaria B, Perez MAD, Farhan S, Freytes CO, Gale RP, Ganguly S, Gupta V, Grunwald MR, Hamad N, Hildebrandt GC, Inamoto Y, Jain T, Jamy O, Juckett M, Kalaycio M, Krem MM, Lazarus HM, Litzow M, Munker R, Murthy HS, Nathan S, Nishihori T, Ortí G, Patel SS, Van der Poel M, Rizzieri DA, Savani BN, Seo S, Solh M, Verdonck LF, Wirk B, Yared JA, Nakamura R, Oran B, Scott B, Saber W.","Haematologica. 2023 Jul 1;108(7):1900-1908. doi: 10.3324/haematol.2022.281958.","Murthy GSG","Haematologica","2023","2023/02/13","PMC10316233","","10.3324/haematol.2022.281958"
"28898706","Profiles of pro-inflammatory cytokines in allogenic stem cell transplantation with post-transplant cyclophosphamide","Pirogova OV, Moiseev IS, Surkova EA, Lapin SV, Bondarenko SN, Kulagin AD, Afanasyev BV.","Cytokine. 2017 Nov;99:148-153. doi: 10.1016/j.cyto.2017.08.016. Epub 2017 Sep 9.","Pirogova OV","Cytokine","2017","2017/09/13","","","10.1016/j.cyto.2017.08.016"
"38280947","Second haploidentical bone marrow transplantation with antithymocyte antibody-containing conditioning regimen for graft failure in eight patients with severe aplastic anemia","Zhang C, Hou Y, Yang Y, Zhang J, Zheng X, Yan J.","Sci Rep. 2024 Jan 27;14(1):2293. doi: 10.1038/s41598-024-52917-4.","Zhang C","Sci Rep","2024","2024/01/27","PMC10821899","","10.1038/s41598-024-52917-4"
"40895535","Post-transplant cyclophosphamide in haploidentical stem cell transplantation: evaluating the impact of transplant conditioning intensity","Pizzano U, Piemontese S, Facchin G, Greco R, Battista ML, Peccatori J, Fanin R, Ciceri F, Patriarca F, Lupo-Stanghellini MT.","Front Immunol. 2025 Aug 15;16:1610391. doi: 10.3389/fimmu.2025.1610391. eCollection 2025.","Pizzano U","Front Immunol","2025","2025/09/02","PMC12394035","","10.3389/fimmu.2025.1610391"
"31632401","Interleukin-6 as Biomarker for Acute GvHD and Survival After Allogeneic Transplant With Post-transplant Cyclophosphamide","Greco R, Lorentino F, Nitti R, Lupo Stanghellini MT, Giglio F, Clerici D, Xue E, Lazzari L, Piemontese S, Mastaglio S, Assanelli A, Marktel S, Corti C, Bernardi M, Ciceri F, Peccatori J.","Front Immunol. 2019 Oct 1;10:2319. doi: 10.3389/fimmu.2019.02319. eCollection 2019.","Greco R","Front Immunol","2019","2019/10/22","PMC6779849","","10.3389/fimmu.2019.02319"
"35662592","Mycophenolate Mofetil: A Friend or a Foe with Post-Transplantation Cyclophosphamide and Tacrolimus Prophylaxis in HLA-Matched Donors?","Mehta RS, Saliba RM, Hayase E, Jenq RR, Abraham S, Rashid A, Rondon G, Al-Atrash G, Bashir Q, Hosing CM, Kebriaei P, Khouri I, Marin D, Nieto Y, Olson A, Oran B, Popat UR, Qazilbash MH, Ramdial J, Srour S, Champlin RE, Rezvani K, Shpall EJ, Alousi AM.","Transplant Cell Ther. 2022 Aug;28(8):500.e1-500.e10. doi: 10.1016/j.jtct.2022.05.039. Epub 2022 May 31.","Mehta RS","Transplant Cell Ther","2022","2022/06/06","PMC13014272","NIHMS2136660","10.1016/j.jtct.2022.05.039"
